,flat_price,rooms,area,living_area,kitchen_area,floor,finishing,deal_type,house_age,wall_material,house_series,house_floors,elevator,latitude,longitude,center_distance
0,23.95,3.0,73.8,45.0,10.0,2.0,Косметический,Свободная продажа,2002.0,Железобетон,П-44Т,17.0,есть,55.672011,37.570878,9.379957819263122
1,14.5,1.0,48.4,20.2,14.6,7.0,Евро,Свободная продажа,2015.0,Монолитный,а-типовой,27.0,есть,55.558641,37.559308,21.839506185048904
2,59.99,3.0,90.0,54.0,15.0,7.0,Отсутствует,Свободная продажа,2020.0,Монолитный,Серия неизвестна,11.0,Неизвестно,55.754279,37.544764,4.588804851954581
3,16.8,2.0,51.0,35.6,8.7,1.0,Косметический,Свободная продажа,1969.0,Кирпичный,"14/14, индивидуальный",14.0,есть,55.684102,37.544432,8.852520353527035
4,14.599,2.0,47.0,29.0,6.5,6.0,Дизайнерский,Свободная продажа,1969.0,Железобетон,1-515-9,9.0,есть,55.63194,37.602633,13.400607910748594
5,34.98,3.0,92.0,76.0,10.0,4.0,Косметический,Свободная продажа,1938.0,Кирпичный,01-пз индивидуальный проект,6.0,есть,55.772229,37.660296,3.4945521412502734
6,37.5,5.0,115.0,75.0,12.0,16.0,Косметический,Свободная продажа,1990.0,Железобетон,П-44,17.0,есть,55.694205,37.498662,9.868548363368882
7,17.0,2.0,56.5,32.24744287268771,11.0,12.0,Косметический,Альтернатива,2021.0,Монолитно-кирпичный,Серия неизвестна,15.0,есть,55.798343,37.765893,10.6334383911137
8,16.2,1.0,32.0,10.9,12.1,9.0,Отсутствует,Свободная продажа,2021.0,Монолитный,Серия неизвестна,11.0,есть,55.793429,37.611509,4.629234785470748
9,18.0,3.0,71.2,43.3,11.7,22.0,Евро,Свободная продажа,2022.0,Монолитный,Серия неизвестна,23.0,Неизвестно,55.710798,37.803892,12.562770596229345
10,8.75,1.0,32.0,20.0,4.0,2.0,Дизайнерский,Свободная продажа,2017.0,Монолитный,Серия неизвестна,5.0,Неизвестно,55.703814,37.640138,5.546369324259907
11,9.5,1.0,26.0,14.0,6.0,5.0,Не известно,Свободная продажа,1973.0,Панельный,1-515-9,9.0,есть,55.717558,37.459415,10.659116476835505
12,27.8,3.0,73.6,50.12529182879378,10.0,15.0,Евро,Свободная продажа,1981.0,Железобетон,П-44,16.0,есть,55.825285,37.626987,8.180136388517884
13,14.5,2.0,37.6,22.5,7.3,7.0,Косметический,Свободная продажа,1963.0,Блочный,ii-18/22,9.0,есть,55.783357,37.672208,4.886705496211222
14,120.0,4.0,122.0,87.0,15.0,2.0,Дизайнерский,Свободная продажа,1917.0,Кирпичный,01-пз индивидуальный проект,4.0,Неизвестно,55.762586,37.597809,1.7188055074394377
15,18.9,2.0,60.0,32.24744287268771,12.0,4.0,Косметический,Свободная продажа,2020.0,Панельный,Серия неизвестна,25.0,Неизвестно,55.776345,37.73686,7.953924265563565
16,19.9,1.0,46.3,21.0,12.0,22.0,Отсутствует,Свободная продажа,2021.0,Монолитный,"14/14, индивидуальный",42.0,есть,55.696179,37.469782,11.18276621157431
17,28.0,3.0,75.5,46.0,10.0,4.0,Косметический,Свободная продажа,2003.0,Панельный,П-44,16.0,есть,55.752252,37.506873,6.961186790380849
18,45.0,2.0,100.0,65.0,12.0,12.0,Требует ремонта,Свободная продажа,2019.0,Монолитный,Серия неизвестна,12.0,есть,55.770836,37.591198,2.6783462538183165
19,55.0,3.0,95.6,50.12529182879378,37.0,5.0,Дизайнерский,Свободная продажа,2018.0,Монолитно-кирпичный,Серия неизвестна,14.0,есть,55.700613,37.633634,5.807728026418995
20,20.0,1.0,44.7,27.0,14.5,30.0,Отсутствует,Свободная продажа,2022.0,Монолитный,Серия неизвестна,35.0,есть,55.81082,37.626268,6.570857419350859
21,15.784028,2.0,58.6,32.24744287268771,10.1,2.0,Отсутствует,Свободная продажа,2023.0,Монолитный,Серия неизвестна,13.0,Неизвестно,55.504807,37.321308,33.257305110821484
22,16.7,1.0,40.7,21.1,9.8,11.0,Косметический,Свободная продажа,2020.0,Монолитный,01-пз индивидуальный проект,15.0,есть,55.662004,37.514347,11.94303174815847
23,34.0,4.0,101.0,54.9,16.6,21.0,Дизайнерский,Свободная продажа,2003.0,Монолитный,01-пз индивидуальный проект,22.0,есть,55.709302,37.483373,9.687866968028896
24,13.8,2.0,45.0,32.24744287268771,10.0,9.0,Не известно,Неизвестно,1978.0,Железобетон,1-515-5,9.0,есть,55.857917,37.617339,11.792753788366912
25,15.5,1.0,35.9,24.0,8.0,7.0,Евро,Свободная продажа,2020.0,Панельный,Серия неизвестна,25.0,есть,55.661953,37.422755,15.834977086947744
26,14.0,1.0,38.5,19.1,8.5,13.0,Косметический,Свободная продажа,1985.0,Железобетон,П-44,17.0,есть,55.691105,37.49541,10.249560972260218
27,18.5,2.0,56.0,26.0,17.0,4.0,Евро,Свободная продажа,2018.0,Монолитный,121. многоквартирный дом,20.0,есть,55.599728,37.724723,18.240603361949574
28,8.98,1.0,38.3,20.0,10.1,7.0,Не известно,Свободная продажа,1994.0,Панельный,копэ 85,22.0,есть,55.973652,37.153736,38.11927745817721
29,13.5,3.0,56.0,40.0,6.0,4.0,Не известно,Альтернатива,1966.0,Кирпичный,II-29,9.0,есть,55.801546,37.827868,14.293700357603733
30,24.0,2.0,60.4,31.0,10.3,15.0,Косметический,Свободная продажа,2019.0,Монолитный,01-пз индивидуальный проект,22.0,есть,55.666127,37.508589,11.76771254860416
31,13.49,2.0,50.8,28.3,11.0,15.0,Косметический,Свободная продажа,1987.0,Железобетон,II-68,16.0,есть,55.702637,37.744325,9.667893531409618
32,60.5,4.0,138.0,79.50650510204082,18.169964664310953,32.0,Не известно,Свободная продажа,2023.0,Монолитный,Серия неизвестна,46.0,есть,55.718806,37.637075,3.8902032182792627
33,56.0,4.0,86.0,79.50650510204082,16.0,16.0,Дизайнерский,Свободная продажа,2017.0,Монолитный,01-пз индивидуальный проект,24.0,есть,55.847295,37.638521,10.68987351047469
34,15.0,3.0,58.6,42.1,6.6,3.0,Косметический,Свободная продажа,1971.0,Железобетон,i-605-am,9.0,есть,55.634761,37.606307,13.072603896821317
35,12.49,3.0,90.9,50.2,12.9,3.0,Отсутствует,Свободная продажа,2015.0,Кирпичный,01-пз индивидуальный проект,18.0,есть,55.601137,37.170813,32.75180850972525
36,29.87,3.0,69.0,50.12529182879378,13.041893539211703,24.0,С отделкой,Свободная продажа,2018.0,Монолитный,01-пз индивидуальный проект,44.0,есть,55.770806,37.564212,3.958995669306514
37,11.65,3.0,58.2,38.0,6.0,7.0,Косметический,Свободная продажа,1968.0,Монолитный,II-49,9.0,есть,55.696879,37.820241,14.127271929332693
38,41.9,3.0,123.5,69.4,12.6,7.0,Не известно,Свободная продажа,1996.5014386607377,Монолитный,Серия неизвестна,14.0,есть,55.793278,37.561401,5.798385064356038
39,28.5,3.0,114.3,50.12529182879378,11.9,17.0,Не известно,Неизвестно,2012.0,Монолитный,II-01,24.0,есть,55.831019,37.354079,18.73309168776523
40,17.8,4.0,93.6,54.3,8.0,9.0,Косметический,Альтернатива,2014.0,Монолитный,Серия неизвестна,9.0,есть,55.970977,37.175008,36.917537040584556
41,52.0,5.0,183.0,122.89572649572649,22.97391304347826,5.0,Косметический,Свободная продажа,1902.0,Кирпичный,01-пз индивидуальный проект,6.0,есть,55.771747,37.679053,4.433031296459643
43,343.5,4.0,229.0,79.50650510204082,18.169964664310953,11.0,Не известно,Неизвестно,2022.0,Монолитный,Серия неизвестна,15.0,Неизвестно,55.72675,37.56995,4.112300586710371
44,12.0,1.0,39.0,19.0,7.0,15.0,Косметический,Свободная продажа,2003.0,Панельный,П-44Т,17.0,есть,55.66565,37.779539,13.995673902081721
45,53.222932,3.0,103.2,52.4,13.3,11.0,Отсутствует,Свободная продажа,2019.0,Монолитный,"14/14, индивидуальный",21.0,есть,55.807344,37.647199,6.433379897612041
46,220.0,3.0,150.0,50.12529182879378,60.0,6.0,Дизайнерский,Свободная продажа,1928.0,Кирпичный,01-пз индивидуальный проект,8.0,есть,55.759648,37.607691,1.059649153014338
47,9.99999,1.0,30.3,18.8,6.0,4.0,Косметический,Свободная продажа,1960.0,Кирпичный,01-пз индивидуальный проект,5.0,Неизвестно,55.86793,37.672504,13.35655866698871
48,34.0,3.0,76.1,51.0,8.6,2.0,Евро,Альтернатива,1958.0,Кирпичный,"14/14, индивидуальный",8.0,есть,55.693789,37.547836,7.829072930469677
49,16.5,3.0,60.5,50.12529182879378,9.0,1.0,Евро,Свободная продажа,1977.0,Железобетон,1-515-9,9.0,есть,55.895272,37.568524,16.247260095506704
51,13.3,1.0,45.0,24.0,10.0,9.0,Не известно,Свободная продажа,2022.0,Монолитный,Серия неизвестна,23.0,есть,55.647432,37.38631,18.635126536682236
52,34.0,2.0,69.5,34.9,13.8,18.0,Требует ремонта,Свободная продажа,2018.0,Монолитный,Серия неизвестна,24.0,есть,55.762789,37.508984,6.932538426364129
53,20.5,3.0,75.1,50.12529182879378,16.2,4.0,Не известно,Неизвестно,2017.0,Монолитный,Серия неизвестна,15.0,есть,55.690187,37.657781,7.32765354176712
54,9.9,1.0,32.0,18.754882337030025,6.0,6.0,Косметический,Альтернатива,1976.0,Железобетон,II-49,9.0,есть,55.618883,37.751601,17.045455876478425
55,10.7,1.0,30.0,18.0,6.0,2.0,Дизайнерский,Свободная продажа,1996.5014386607377,Кирпичный,Серия неизвестна,9.0,Неизвестно,55.863762,37.46555,15.681031624080815
56,19.9,2.0,56.2,32.0,10.5,8.0,Евро,Свободная продажа,1986.0,Панельный,П-44,17.0,есть,55.627615,37.518389,15.192636472694797
57,8.436251,1.0,21.7,10.9,10.147291568535092,17.0,Не известно,Свободная продажа,1996.5014386607377,Монолитный,Серия неизвестна,21.0,Неизвестно,55.730238,37.698295,5.610107187863297
58,23.1,3.0,80.1,50.12529182879378,13.041893539211703,2.0,Дизайнерский,Свободная продажа,2014.0,Монолитный,II-01,8.0,есть,55.568487,37.440452,23.279653819326192
59,11.9,1.0,33.0,19.0,7.0,2.0,Евро,Альтернатива,1968.0,Железобетон,II-01,9.0,есть,55.680504,37.57678,8.365817725950635
60,17.1,1.0,45.1,18.754882337030025,10.147291568535092,3.0,Евро,Свободная продажа,2022.0,Монолитный,Серия неизвестна,30.0,Неизвестно,55.717472,37.769073,10.254802119481909
61,42.0,3.0,74.0,49.0,10.0,10.0,Отсутствует,Свободная продажа,2021.0,Монолитный,Серия неизвестна,14.0,есть,55.717452,37.497557,8.47282246376128
62,18.7,3.0,70.0,47.0,12.0,13.0,Косметический,Свободная продажа,1964.0,Панельный,К-7,5.0,Неизвестно,55.878788,37.62811,14.13147150939348
63,12.3,1.0,38.2,18.754882337030025,8.6,12.0,Не известно,Неизвестно,1980.0,Железобетон,П-44,16.0,есть,55.642733,37.716324,13.653751435397698
64,13.5,1.0,39.7,23.2,10.4,20.0,Евро,Свободная продажа,2022.0,Монолитный,Серия неизвестна,22.0,Неизвестно,55.853597,37.514212,13.042233944054853
65,7.7,1.0,30.0,18.754882337030025,9.0,10.0,Не известно,Неизвестно,2016.0,Иные,01-пз индивидуальный проект,14.0,есть,55.617098,37.264346,26.826611169168856
66,15.5,2.0,47.1,30.0,7.0,2.0,Дизайнерский,Свободная продажа,1951.0,Смешанные,01-пз индивидуальный проект,5.0,Неизвестно,55.798591,37.791549,12.07833072550083
67,24.0,2.0,57.1,37.3,7.5,2.0,Косметический,Свободная продажа,1963.0,Монолитный,01-пз индивидуальный проект,8.0,есть,55.77314,37.578711,3.3972248685637383
68,14.2,1.0,31.0,18.754882337030025,10.0,14.0,Не известно,Неизвестно,1972.0,Блочный,И-209а,14.0,есть,55.790312,37.612865,4.276611465462338
69,24.0,1.0,38.0,13.9,12.1,13.0,Требует ремонта,Свободная продажа,2022.0,Смешанные,1-511,5.0,Неизвестно,55.773662,37.474336,9.319231243957624
70,9.5,1.0,38.0,20.0,8.5,12.0,Косметический,Свободная продажа,2005.0,Панельный,П-44Т,14.0,есть,55.590938,37.613233,17.934098525511946
71,11.999,1.0,39.0,18.0,10.0,8.0,Не известно,Свободная продажа,2015.0,Монолитный,"14/14, индивидуальный",14.0,есть,55.809995,37.80612,13.469009401390197
72,123.0,4.0,185.0,79.50650510204082,10.0,11.0,Дизайнерский,Свободная продажа,2011.0,Монолитный,II-14,18.0,есть,55.689563,37.56194,7.785606681317681
73,11.0,1.0,34.0,17.1,9.0,5.0,Косметический,Альтернатива,1959.0,Железобетон,1-510,5.0,Неизвестно,55.803944,37.795538,12.567067328747468
74,120.0,6.0,203.3,143.6,30.5,2.0,Дизайнерский,Свободная продажа,1900.0,Кирпичный,01-пз индивидуальный проект,4.0,Неизвестно,55.756721,37.59648,1.4343197808714074
75,16.8,3.0,74.0,50.12529182879378,7.0,1.0,Не известно,Неизвестно,1957.0,Кирпичный,инд. i,5.0,Неизвестно,55.677418,37.657134,8.664989841065067
76,35.5,3.0,96.0,50.12529182879378,13.041893539211703,3.0,Отсутствует,Свободная продажа,2022.0,Монолитный,Серия неизвестна,25.0,есть,55.696448,37.473707,10.961631616802858
77,9.15,3.0,63.2,51.9,6.0,8.0,Не известно,Свободная продажа,1975.0,Кирпичный,01-пз индивидуальный проект,9.0,есть,55.55941,37.34709,27.385831599305256
79,12.5,1.0,39.0,19.0,8.0,12.0,Косметический,Свободная продажа,1998.0,Иные,П-44,17.0,есть,55.670387,37.577391,9.433620348704164
80,56.0,4.0,176.0,130.0,23.0,7.0,Дизайнерский,Свободная продажа,2002.0,Монолитный,II-14,19.0,есть,55.794239,37.809803,12.938775124141506
82,11.15,1.0,34.8,19.4,9.5,8.0,Косметический,Свободная продажа,1969.0,Монолитный,И-209а,14.0,есть,55.63003,37.60328,13.609955064764089
83,85.0,4.0,184.0,79.50650510204082,18.169964664310953,22.0,под ключ,Свободная продажа,2008.0,Монолитный,01-пз индивидуальный проект,31.0,есть,55.719014,37.478801,9.468711934744848
84,10.6,1.0,35.3,15.0,10.0,9.0,Не известно,Свободная продажа,2020.0,Монолитный,Серия неизвестна,23.0,есть,55.634237,37.332169,22.235009557910914
85,140.0,4.0,175.0,120.0,15.0,24.0,Не известно,Свободная продажа,2010.0,Монолитный,Серия неизвестна,48.0,есть,55.661333,37.509352,12.178657186223814
86,16.2,3.0,70.6,43.5,10.0,9.0,Косметический,Свободная продажа,2007.0,Железобетон,01-пз индивидуальный проект,14.0,есть,55.999702,37.20273,37.88617093644845
87,24.05,3.0,55.0,50.12529182879378,7.0,7.0,Не известно,Неизвестно,1964.0,Кирпичный,"14/14, индивидуальный",8.0,есть,55.684868,37.548833,8.637870521680128
88,26.5,3.0,131.0,69.0,21.0,2.0,Косметический,Альтернатива,1972.0,Монолитный,П-44,23.0,есть,55.65658,37.404788,17.090566173435622
89,32.0,3.0,105.9,50.12529182879378,17.3,10.0,Не известно,Неизвестно,2009.0,Монолитный,01-пз индивидуальный проект,25.0,есть,55.653908,37.400153,17.50418579182119
90,11.98,2.0,50.7,32.0,8.5,3.0,Не известно,Свободная продажа,1976.0,Железобетон,П-47,12.0,есть,55.840826,37.457358,14.106340708822824
91,13.5,2.0,51.1,22.8,17.5,13.0,Не известно,Свободная продажа,2022.0,Панельный,Серия неизвестна,17.0,Неизвестно,55.5502,37.4877,23.912245941020316
92,20.0,4.0,64.3,52.0,18.169964664310953,1.0,Евро,Свободная продажа,2020.0,Монолитный,01-пз индивидуальный проект,25.0,есть,55.644877,37.70267,13.067702641605083
93,10.5,1.0,32.1,18.6,6.0,5.0,Косметический,Свободная продажа,1975.0,Железобетон,II-49,9.0,есть,55.866172,37.614419,12.713533008889899
94,12.67,1.0,45.0,22.3,11.2,9.0,Требует ремонта,Свободная продажа,2022.0,Монолитный,Серия неизвестна,23.0,есть,55.647432,37.38631,18.635126536682236
95,13.2,1.0,36.3,13.7,13.0,19.0,Евро,Свободная продажа,2022.0,Монолитный,Серия неизвестна,22.0,есть,55.863833,37.53393,13.514773476823331
96,17.6,2.0,58.6,38.0,12.9,3.0,Не известно,Свободная продажа,2011.0,Панельный,П-44Т,17.0,есть,55.877733,37.612919,14.002283810447965
97,9.2,1.0,44.7,18.754882337030025,10.0,3.0,Не известно,Неизвестно,2015.0,Монолитный,ар-1/12,3.0,Неизвестно,55.519631,37.395275,29.420654016965152
98,28.0,4.0,80.0,56.5,6.0,1.0,Не известно,Свободная продажа,1965.0,Железобетон,01-пз индивидуальный проект,9.0,есть,55.731592,37.537479,5.529063176214315
99,16.0,2.0,38.1,24.5,6.3,3.0,Дизайнерский,Свободная продажа,1973.0,Кирпичный,II-29,9.0,есть,55.735713,37.681703,4.407790552883551
100,9.7,1.0,34.3,15.9,10.5,2.0,Отсутствует,Свободная продажа,2022.0,Монолитный,Серия неизвестна,14.0,есть,55.570624,37.4872,21.800710241526044
101,9.9,1.0,35.0,15.0,10.0,19.0,Косметический,Свободная продажа,2018.0,Монолитный,Серия неизвестна,20.0,Неизвестно,55.879909,37.596911,14.301005346050443
102,11.65,3.0,60.0,50.12529182879378,8.9,5.0,Не известно,Неизвестно,1977.0,Панельный,1-515-5,9.0,есть,55.821846,37.871508,17.71843624545687
103,15.0,1.0,36.0,13.3,11.8,5.0,Требует ремонта,Свободная продажа,2023.0,Монолитный,Серия неизвестна,21.0,Неизвестно,55.784607,37.495186,8.50553447682446
104,14.5,1.0,36.9,11.2,17.1,10.0,Евро,Свободная продажа,2022.0,Панельный,Серия неизвестна,16.0,Неизвестно,55.608119,37.409064,20.710445021844965
105,8.7,1.0,36.7,17.4,11.3,7.0,Косметический,Свободная продажа,2019.0,Монолитный,Серия неизвестна,17.0,есть,55.522898,37.514266,26.32612545572107
106,8.5,2.0,34.1,18.0,10.0,18.0,Косметический,Свободная продажа,2012.0,Монолитный,01-пз индивидуальный проект,25.0,есть,55.571505,37.485834,21.742531134185015
107,125.0,4.0,159.2,121.0,20.0,3.0,Отсутствует,Свободная продажа,2021.0,Монолитный,Серия неизвестна,6.0,Неизвестно,55.7283,37.5722,3.8912509815277545
108,20.9,3.0,76.0,40.0,11.0,5.0,Дизайнерский,Свободная продажа,2001.0,Панельный,ПД-4,16.0,есть,55.568181,37.569701,20.68757809718825
109,19.978179,1.0,50.0,30.0,10.0,8.0,Евро,Свободная продажа,2014.0,Монолитный,II-14,23.0,есть,55.608816,37.535403,16.76164262145156
110,8.1,1.0,37.0,15.6,11.8,6.0,Косметический,Свободная продажа,2020.0,Монолитный,Серия неизвестна,14.0,Неизвестно,55.501875,37.522046,28.492429761949563
111,11.5,1.0,45.0,20.0,12.3,1.0,Косметический,Альтернатива,2008.0,Монолитный,01-пз индивидуальный проект,18.0,есть,55.814952,37.795026,13.147586363277918
112,39.9,3.0,77.0,50.0,8.6,4.0,Дизайнерский,Свободная продажа,1956.0,Кирпичный,01-пз индивидуальный проект,9.0,есть,55.690755,37.532511,8.670411211749489
113,13.4,3.0,68.8,50.12529182879378,7.5,2.0,Не известно,Неизвестно,1930.0,Кирпичный,Серия неизвестна,5.0,Неизвестно,55.704473,37.653873,5.7579980355052225
114,20.5,3.0,87.1,51.9,10.3,4.0,Евро,Альтернатива,2007.0,Железобетон,КОПЭ,22.0,есть,55.53454,37.50301,25.26555237205983
115,10.7,2.0,38.0,27.0,6.0,12.0,Не известно,Альтернатива,1969.0,Блочный,ii-18,12.0,есть,55.682717,37.728002,10.369456189707137
116,15.5,2.0,48.0,31.0,6.9,1.0,Косметический,Свободная продажа,1964.0,Кирпичный,"14/14, индивидуальный",8.0,есть,55.684868,37.548833,8.637870521680128
117,8.7,1.0,32.0,14.0,10.0,11.0,Евро,Свободная продажа,2012.0,Монолитный,01-пз индивидуальный проект,25.0,есть,55.571902,37.485322,21.71401679058014
118,23.0,3.0,77.7,44.5,15.0,20.0,Не известно,Свободная продажа,2012.0,Иные,II-01,24.0,есть,55.772416,37.4743,9.286624852996715
119,7.5,1.0,32.0,18.754882337030025,7.0,11.0,Не известно,Неизвестно,2022.0,Монолитный,Серия неизвестна,12.0,есть,55.475169,37.525208,31.367428369395448
120,8.4,1.0,35.9,18.754882337030025,9.0,15.0,Не известно,Неизвестно,2020.0,Монолитный,Серия неизвестна,17.0,есть,55.508774,37.342445,32.15519135153327
121,10.25,1.0,32.5,17.2,7.9,6.0,Косметический,Свободная продажа,1972.0,Железобетон,II-57,12.0,есть,55.818994,37.621004,7.461904907997124
122,65.0,2.0,76.0,32.24744287268771,11.527034035656403,1.0,Евро,Альтернатива,1985.0,Кирпичный,01-пз индивидуальный проект,9.0,есть,55.745387,37.587317,2.047048132339726
123,21.95,2.0,58.1,32.0,10.1,6.0,Косметический,Альтернатива,2023.0,Монолитный,Серия неизвестна,14.0,Неизвестно,55.663974,37.572306,10.207979837131216
124,29.7,3.0,90.0,50.0,22.0,3.0,Дизайнерский,Свободная продажа,1958.0,Кирпичный,01-пз индивидуальный проект,5.0,Неизвестно,55.795504,37.609173,4.8734520215144626
125,9.5,1.0,39.2,20.8,6.0,1.0,Не известно,Свободная продажа,1978.0,Железобетон,П-46,12.0,есть,55.624876,37.75152,16.465681177052527
126,25.2,2.0,77.3,48.7,9.2,8.0,Косметический,Свободная продажа,2021.0,Монолитный,Серия неизвестна,28.0,есть,55.756964,37.513332,6.578431187028834
127,36.0,3.0,107.0,47.0,16.0,2.0,Отсутствует,Свободная продажа,2022.0,Монолитный,Серия неизвестна,26.0,есть,55.69731,37.473797,10.90299502710667
128,26.45,1.0,49.4,29.3,9.1,3.0,Дизайнерский,Свободная продажа,2023.0,Монолитный,Серия неизвестна,30.0,Неизвестно,55.768188,37.502893,7.431466587559758
129,11.3,1.0,38.8,19.0,10.0,17.0,Косметический,Свободная продажа,2000.0,Панельный,П-44Т,17.0,есть,55.604229,37.706227,17.368501884938098
130,9.4,1.0,32.7,19.1,7.0,9.0,Требует ремонта,Свободная продажа,1979.0,Монолитный,II-49,9.0,есть,55.606909,37.554133,16.641856961062285
131,99.0,3.0,90.0,50.12529182879378,15.0,5.0,Отсутствует,Неизвестно,2022.0,Монолитный,Серия неизвестна,14.0,есть,55.725534,37.570501,4.18141618110366
132,16.0,2.0,52.2,32.24744287268771,8.6,9.0,Евро,Свободная продажа,1983.0,Монолитный,П-47,12.0,есть,55.585041,37.69039,19.142390126321686
133,362.5,10.0,353.0,200.0,50.0,82.0,Не известно,Свободная продажа,2017.0,Монолитный,Серия неизвестна,97.0,Неизвестно,55.749511,37.537083,5.071946119719591
134,17.75,3.0,76.5,42.8,9.0,11.0,Требует ремонта,Свободная продажа,2010.0,Монолитный,И-155,25.0,есть,55.874016,37.589015,13.703974737937324
136,7.77,1.0,36.4,18.0,10.0,11.0,Евро,Свободная продажа,1992.0,Монолитный,Серия неизвестна,16.0,есть,55.490366,37.300862,35.31326265455302
137,15.0,1.0,33.7,28.0,5.7,6.0,Евро,Свободная продажа,2022.0,Монолитный,Серия неизвестна,7.0,есть,55.820966,37.521102,9.783325152463009
138,9.8,1.0,38.0,20.0,9.0,6.0,Косметический,Альтернатива,1969.0,Кирпичный,И-209а,14.0,есть,55.998841,37.237181,36.369200809610355
139,28.2,2.0,56.0,23.0,20.0,16.0,Не известно,Свободная продажа,2022.0,Монолитный,Серия неизвестна,20.0,Неизвестно,55.749152,37.518695,6.227127973918604
140,16.0,1.0,39.0,19.0,8.0,7.0,Косметический,Свободная продажа,1979.0,Блочный,П-44,16.0,есть,55.774517,37.543434,5.295204444147934
141,10.99,2.0,52.0,25.0,11.0,11.0,Отсутствует,Свободная продажа,2022.0,Монолитный,Серия неизвестна,17.0,есть,55.508738,37.34046,32.226156683759854
142,19.0,1.0,38.0,13.9,12.1,31.0,Требует ремонта,Свободная продажа,2022.0,Смешанные,1-511,5.0,Неизвестно,55.773662,37.474336,9.319231243957624
143,10.0,1.0,34.9,21.0,6.0,4.0,Косметический,Альтернатива,1979.0,Железобетон,1-515-9,9.0,есть,55.855997,37.619216,11.579329401163033
144,19.0,1.0,43.0,14.5,15.4,18.0,Отсутствует,Свободная продажа,1961.0,Панельный,К-7,5.0,Неизвестно,55.773348,37.474677,9.289584345571985
145,22.0,3.0,73.8,50.12529182879378,15.0,20.0,Не известно,Неизвестно,2022.0,Панельный,Серия неизвестна,33.0,Неизвестно,55.72857,37.711168,6.422249123813226
146,31.5,1.0,50.6,27.7,10.0,13.0,Дизайнерский,Свободная продажа,2018.0,Монолитный,Серия неизвестна,24.0,есть,55.762753,37.50911,6.924056449972469
147,69.0,4.0,128.0,57.1,22.9,12.0,Евро,Свободная продажа,2016.0,Монолитный,01-пз индивидуальный проект,16.0,есть,55.710961,37.609227,4.600196852939196
148,21.0,2.0,58.6,35.7,7.2,4.0,Требует ремонта,Свободная продажа,1960.0,Кирпичный,01-пз индивидуальный проект,5.0,Неизвестно,55.715048,37.617312,4.11409801733068
149,12.0,2.0,51.5,32.24744287268771,13.7,6.0,Не известно,Неизвестно,1966.0,Панельный,Серия неизвестна,14.0,Неизвестно,55.516471,37.338645,31.568616482665597
150,79.0,5.0,217.0,122.89572649572649,22.97391304347826,29.0,Не известно,Неизвестно,2011.0,Монолитный,01-пз индивидуальный проект,31.0,есть,55.659571,37.560071,10.910429779361962
152,9.5,1.0,37.9,18.754882337030025,9.0,6.0,Не известно,Свободная продажа,2009.0,Железобетон,П-46М,15.0,есть,55.543526,37.563548,23.45979858386434
153,26.9,3.0,66.7,41.0,5.0,5.0,Косметический,Свободная продажа,1978.0,Кирпичный,01-пз индивидуальный проект,14.0,есть,55.672788,37.536014,10.205890336230468
155,44.8,3.0,93.0,55.0,13.0,8.0,Дизайнерский,Свободная продажа,2011.0,Монолитный,01-пз индивидуальный проект,11.0,есть,55.798465,37.494701,9.293865432430234
156,32.5,3.0,73.0,38.0,18.0,12.0,Евро,Свободная продажа,2014.0,Кирпичный,II-14,12.0,есть,55.704981,37.501618,8.979305242822917
159,59.5,4.0,102.0,58.0,12.0,9.0,Отсутствует,Свободная продажа,2021.0,Монолитный,Серия неизвестна,25.0,Неизвестно,55.714506,37.474695,9.908223633265528
160,19.3,2.0,57.3,33.1,10.8,9.0,Не известно,Альтернатива,2021.0,Монолитный,Серия неизвестна,25.0,Неизвестно,55.699994,37.466494,11.127921861073219
161,12.7,1.0,30.0,17.2,7.2,2.0,Не известно,Свободная продажа,1958.0,Кирпичный,II-01,7.0,есть,55.787001,37.56079,5.287765991129485
162,9.0,2.0,37.5,32.24744287268771,6.0,1.0,Косметический,Свободная продажа,1972.0,Кирпичный,II-29,9.0,есть,55.81827,37.698771,8.960487548185874
163,9.5,1.0,39.0,19.4,8.5,9.0,Косметический,Свободная продажа,1993.0,Панельный,П-44,10.0,есть,55.695925,37.853748,16.090845452918874
164,97.85,3.0,110.4,50.12529182879378,13.041893539211703,3.0,Не известно,Свободная продажа,2013.0,Монолитный,01-пз индивидуальный проект,13.0,есть,55.774867,37.601609,2.739898582345118
165,10.25,1.0,35.0,14.0,17.0,14.0,Не известно,Свободная продажа,2020.0,Монолитный,Серия неизвестна,23.0,есть,55.634237,37.332169,22.235009557910914
166,10.5,1.0,39.0,19.0,9.0,3.0,Евро,Свободная продажа,1991.0,Железобетон,П-46,14.0,есть,55.638409,37.342742,21.423380010713895
167,16.199,1.0,39.0,18.754882337030025,10.0,17.0,Не известно,Неизвестно,1992.0,Панельный,П-44,17.0,есть,55.773945,37.540542,5.426846571506139
168,18.3,2.0,74.0,45.5,12.0,14.0,Евро,Свободная продажа,2022.0,Монолитный,Серия неизвестна,24.0,Неизвестно,55.729346,37.71689,6.719286343187047
169,14.5,2.0,50.0,32.24744287268771,11.527034035656403,2.0,Не известно,Альтернатива,1998.0,Монолитный,П-44,17.0,есть,55.854163,37.5001,13.557360727529284
