,flat_price,rooms,area,living_area,kitchen_area,floor,finishing,deal_type,house_age,wall_material,house_series,house_floors,elevator,latitude,longitude,center_distance
8644,13.5,2.0,61.0,30.8,15.6,2.0,Требует ремонта,Свободная продажа,2022.0,Монолитный,Серия неизвестна,16.0,есть,55.555331,37.504412,23.028854484285183
8645,38.0,3.0,60.4,50.12529182879378,12.0,4.0,Не известно,Неизвестно,2021.0,Монолитный,Серия неизвестна,25.0,Неизвестно,55.714506,37.474695,9.908223633265528
8646,20.95,3.0,78.0,50.12529182879378,18.0,10.0,Не известно,Неизвестно,1977.0,Монолитный,П-3,16.0,есть,55.594489,37.544449,18.13257135644399
8647,17.99,1.0,37.5,25.0,10.0,4.0,Дизайнерский,Свободная продажа,2021.0,Монолитный,Серия неизвестна,15.0,есть,55.807602,37.635422,6.289418504122624
8648,356.0,6.0,380.0,172.84647887323945,26.970886075949366,5.0,Под чистовой ремонт,Свободная продажа,2019.0,Кирпичный,Серия неизвестна,6.0,Неизвестно,55.717026,37.507286,7.956247958349284
8649,16.7,2.0,52.4,32.24744287268771,10.0,4.0,Не известно,Неизвестно,2012.0,Смешанные,II-01,25.0,есть,55.868607,37.472171,15.869779047420224
8650,125.0,3.0,100.0,59.0,10.0,6.0,Дизайнерский,Свободная продажа,2015.0,Монолитный,Серия неизвестна,7.0,есть,55.749334,37.579178,2.439194138257368
8651,78.0,6.0,181.7,105.0,13.0,15.0,Отсутствует,Свободная продажа,2019.0,Монолитный,"14/14, индивидуальный",21.0,есть,55.807344,37.647199,6.433379897612041
8652,164.630843,6.0,250.0,200.0,40.0,4.0,Дизайнерский,Свободная продажа,1996.0,Монолитный,01-пз индивидуальный проект,17.0,есть,55.740938,37.549255,4.473375392263894
8653,14.6,2.0,43.4,29.0,5.0,2.0,Отсутствует,Свободная продажа,1962.0,Кирпичный,1-511,5.0,Неизвестно,55.781737,37.567078,4.590433979189715
8654,29.8,3.0,86.5,50.2,15.3,21.0,Дизайнерский,Свободная продажа,2016.0,Монолитный,а-типовой,26.0,есть,55.557286,37.559083,21.990607737708263
8655,14.5,3.0,64.0,50.12529182879378,8.0,9.0,Не известно,Неизвестно,1973.0,Железобетон,515-i,9.0,есть,55.62761,37.481487,16.28553367609649
8656,10.4,1.0,31.9,18.754882337030025,10.0,4.0,Не известно,Неизвестно,1927.0,Кирпичный,01-пз индивидуальный проект,6.0,есть,55.791911,37.694082,6.534962306719853
8658,38.4,1.0,54.1,22.3,12.7,13.0,Отсутствует,Свободная продажа,2013.0,Монолитный,Серия неизвестна,14.0,есть,55.722142,37.618569,3.324603802356816
8659,19.0,2.0,60.6,34.3,13.5,2.0,Косметический,Свободная продажа,2020.0,Панельный,Серия неизвестна,25.0,Неизвестно,55.776345,37.73686,7.953924265563565
8660,9.8,1.0,34.1,20.0,8.6,5.0,Косметический,Свободная продажа,1977.0,Кирпичный,Башня Вулыха,14.0,есть,55.745346,37.702373,5.366447244454862
8661,38.99,3.0,70.6,51.5,9.0,11.0,Дизайнерский,Свободная продажа,1965.0,Кирпичный,01-пз индивидуальный проект,12.0,есть,55.747642,37.564985,3.3477176063787835
8662,19.5,1.0,36.2,16.2,10.0,7.0,Косметический,Свободная продажа,1995.0,Кирпичный,01-пз индивидуальный проект,9.0,есть,55.732458,37.663135,3.5867209408228224
8663,23.366966,2.0,64.1,32.4,5.1,7.0,Не известно,Свободная продажа,2012.0,Монолитный,Серия неизвестна,11.0,есть,55.79779,37.49716,9.123920715776105
8664,17.99,2.0,52.0,30.1,9.8,20.0,Не известно,Свободная продажа,2016.0,Смешанные,01-пз индивидуальный проект,22.0,есть,55.862545,37.558796,12.850849007882056
8665,27.2,3.0,75.1,45.0,11.0,8.0,Евро,Свободная продажа,2010.0,Панельный,КОПЭ,22.0,есть,55.825371,37.597513,8.266993306076543
8666,10.35,1.0,35.5,20.0,9.7,11.0,Евро,Свободная продажа,1968.0,Блочный,п 18/22,12.0,есть,55.628545,37.675828,14.222194572172997
8667,72.0,4.0,105.0,56.0,32.0,12.0,Дизайнерский,Свободная продажа,2019.0,Монолитный,Серия неизвестна,21.0,есть,55.785959,37.561859,5.157028560590228
8668,9.0,1.0,38.0,19.0,7.5,16.0,Косметический,Свободная продажа,2012.0,Панельный,П-44К,17.0,есть,55.623697,37.30539,24.289239322356224
8669,18.2,1.0,38.3,19.0,7.3,9.0,Косметический,Свободная продажа,1999.0,Панельный,П-44Т,12.0,есть,55.773145,37.69357,5.310941144880939
8670,45.0,2.0,84.0,44.5,15.0,3.0,Дизайнерский,Свободная продажа,2014.0,Монолитный,Серия неизвестна,21.0,есть,55.704093,37.493156,9.471766018957629
8671,26.99,2.0,69.8,29.3,18.9,10.0,Отсутствует,Свободная продажа,2024.0,Монолитный,Серия неизвестна,22.0,Неизвестно,55.75054,37.685692,4.270369964374506
8672,11.599999,2.0,44.0,28.0,6.0,1.0,Косметический,Свободная продажа,1961.0,Кирпичный,1-511,5.0,Неизвестно,55.844607,37.428926,15.70140942906541
8673,19.15,2.0,60.0,32.24744287268771,12.6,3.0,Косметический,Свободная продажа,2018.0,Железобетон,01-пз индивидуальный проект,14.0,есть,55.94081,37.525675,21.798602753787556
8674,16.0,2.0,60.5,32.4,13.2,2.0,Дизайнерский,Свободная продажа,2020.0,Монолитный,а-типовой,15.0,есть,55.554629,37.465173,23.98125226358757
8675,10.0,1.0,35.0,18.754882337030025,7.0,2.0,Не известно,Альтернатива,1979.0,Железобетон,515-i,9.0,есть,55.757055,37.824616,13.001823772010535
8676,60.0,3.0,135.0,55.0,30.0,17.0,Отсутствует,Свободная продажа,2022.0,Монолитно-кирпичный,Серия неизвестна,17.0,есть,55.69042,37.656586,7.277757783319238
8677,26.0,2.0,46.0,22.0,15.0,19.0,Требует ремонта,Свободная продажа,2021.0,Монолитный,Серия неизвестна,26.0,есть,55.715996,37.474632,9.842941734454717
8678,140.0,6.0,327.5,250.0,20.0,1.0,Отсутствует,Свободная продажа,2006.0,Монолитный,Серия неизвестна,2.0,Неизвестно,55.733371,37.619683,2.0775975889203155
8679,8.7,1.0,34.0,20.0,7.0,4.0,Дизайнерский,Свободная продажа,1936.0,Кирпичный,Серия неизвестна,4.0,Неизвестно,55.824364,37.442069,13.651268688380076
8680,10.2,1.0,42.0,17.1,12.0,2.0,Косметический,Свободная продажа,2015.0,Монолитный,"14/14, индивидуальный",16.0,есть,55.571261,37.490703,21.652640501454854
8681,96.96,3.0,121.2,70.7,15.0,8.0,Требует ремонта,Свободная продажа,2008.0,Монолитный,01-пз индивидуальный проект,16.0,есть,55.742955,37.580508,2.545390780124346
8682,8.2,1.0,46.3,16.5,16.7,2.0,Косметический,Альтернатива,2018.0,Монолитный,Серия неизвестна,9.0,есть,55.542263,37.151419,37.51299228841627
8683,145.0,4.0,170.0,125.0,18.0,2.0,Не известно,Свободная продажа,2000.0,Кирпичный,Серия неизвестна,6.0,есть,55.736351,37.588503,2.530919682323742
8684,7.7,1.0,38.6,19.1,8.3,11.0,Косметический,Свободная продажа,1992.0,Монолитный,П-44,17.0,есть,55.979097,37.150224,38.67913028831968
8685,13.899999,1.0,41.2,22.6,11.0,17.0,Евро,Свободная продажа,2021.0,Монолитный,Серия неизвестна,25.0,Неизвестно,55.699994,37.466494,11.127921861073219
8686,27.5,2.0,56.0,32.24744287268771,11.527034035656403,18.0,Отсутствует,Свободная продажа,2022.0,Монолитный,Серия неизвестна,20.0,Неизвестно,55.749152,37.518695,6.227127973918604
8687,15.7,3.0,80.0,52.2,8.7,4.0,Косметический,Альтернатива,1932.0,Кирпичный,01-пз индивидуальный проект,5.0,Неизвестно,55.74075,37.73739,7.618142154417271
8688,40.0,2.0,54.0,29.0,9.0,8.0,Евро,Свободная продажа,1941.0,Панельный,Серия неизвестна,7.0,есть,55.74224,37.585035,2.3232220130259305
8689,10.2,1.0,30.0,18.754882337030025,6.0,5.0,Дизайнерский,Свободная продажа,1960.0,Кирпичный,01-пз индивидуальный проект,5.0,Неизвестно,55.82935,37.526411,10.34339499116062
8690,23.732826,2.0,65.8,36.5,5.2,7.0,Не известно,Свободная продажа,2012.0,Монолитный,Серия неизвестна,11.0,есть,55.79779,37.49716,9.123920715776105
8691,13.3,2.0,39.0,23.2,7.4,3.0,Не известно,Свободная продажа,1961.0,Блочный,п 18/22,9.0,есть,55.774816,37.460493,10.192217965507618
8692,12.0,3.0,59.0,41.2,7.0,10.0,Требует ремонта,Альтернатива,1969.0,Блочный,1605-АМ-12,10.0,есть,55.702064,37.814339,13.546471466110232
8693,9.7,1.0,32.1,18.754882337030025,10.0,9.0,Не известно,Неизвестно,1971.0,Монолитный,1МГ-601,9.0,есть,55.685777,37.68588,8.526495527696893
8694,26.0,2.0,64.8,34.3,12.0,20.0,Евро,Свободная продажа,2001.0,Железобетон,П-44Т,25.0,есть,55.661689,37.747406,12.944093759569427
8695,12.99,1.0,44.0,17.0,12.3,19.0,Евро,Свободная продажа,2017.0,Монолитный,а-типовой,26.0,есть,55.557948,37.557268,21.937482698120743
8696,48.5,2.0,58.0,40.1,7.8,13.0,Дизайнерский,Свободная продажа,2020.0,Монолитный,Серия неизвестна,26.0,есть,55.752141,37.592411,1.5901504695740316
8697,39.0,3.0,90.0,62.0,10.0,4.0,Отсутствует,Свободная продажа,1953.0,Кирпичный,"14/14, индивидуальный",8.0,есть,55.688395,37.534442,8.80596339880298
8698,70.0,4.0,176.0,150.0,15.0,4.0,Дизайнерский,Свободная продажа,1910.0,Монолитный,II-01,3.0,Неизвестно,55.766532,37.647181,2.4567812040233106
8699,10.95,1.0,35.0,20.0,10.0,3.0,Косметический,Свободная продажа,1967.0,Блочный,ii-18,12.0,есть,55.792787,37.722532,7.992493859546624
8700,7.9,1.0,30.1,18.0,6.0,4.0,Требует ремонта,Свободная продажа,2020.0,Монолитный,Серия неизвестна,33.0,есть,55.808306,37.760054,10.91090592076137
8701,21.5,3.0,85.0,59.1,9.9,7.0,С отделкой,Свободная продажа,2020.0,Монолитный,01-пз индивидуальный проект,10.0,есть,55.714211,37.857234,15.623025152191731
8702,53.5,4.0,128.0,70.0,13.0,10.0,Косметический,Свободная продажа,1998.0,Монолитный,01-пз индивидуальный проект,25.0,есть,55.684975,37.49206,10.865726994407213
8703,9.5,1.0,32.6,18.754882337030025,7.0,1.0,Не известно,Неизвестно,1973.0,Железобетон,515-i,9.0,есть,55.709434,37.641719,4.972860149927664
8704,17.5,2.0,66.6,32.24744287268771,29.0,5.0,Не известно,Свободная продажа,2020.0,Монолитно-кирпичный,Серия неизвестна,23.0,есть,55.877521,37.53888,14.823964097781944
8705,39.9,3.0,82.7,42.2,16.0,10.0,Евро,Свободная продажа,2021.0,Монолитный,Серия неизвестна,20.0,есть,55.698132,37.637838,6.128974953052887
8706,11.2,2.0,46.1,27.0,6.5,7.0,Отсутствует,Свободная продажа,1968.0,Железобетон,II-57,10.0,есть,55.813723,37.799328,13.305685223486927
8707,22.8,2.0,63.7,30.5,15.0,5.0,Требует ремонта,Свободная продажа,2022.0,Монолитный,Серия неизвестна,27.0,Неизвестно,55.7823,37.50872,7.628994681766797
8708,8.9,1.0,30.7,15.0,8.0,1.0,Евро,Свободная продажа,1972.0,Блочный,1605-АМ-12,12.0,есть,55.592846,37.669998,18.021989327502176
8709,13.7,4.0,85.3,60.0,9.0,4.0,Евро,Свободная продажа,1995.0,Железобетон,01-пз индивидуальный проект,14.0,есть,55.449281,37.521084,34.24917148159272
8710,125.0,4.0,147.0,85.0,15.0,3.0,Не известно,Свободная продажа,1912.0,Кирпичный,01-пз индивидуальный проект,5.0,есть,55.7621,37.590201,2.0622558096796633
8711,8.89,1.0,36.7,18.754882337030025,9.0,12.0,Не известно,Неизвестно,2021.0,Монолитный,Серия неизвестна,18.0,есть,55.604707,37.655679,16.571727503357966
8712,8.5,2.0,41.0,21.0,11.0,4.0,Косметический,Свободная продажа,2022.0,Кирпичный,Серия неизвестна,4.0,есть,55.551278,37.341278,28.32473379984708
8713,9.5,1.0,34.7,20.9,6.4,1.0,Евро,Свободная продажа,1970.0,Железобетон,1-515-9,9.0,есть,55.713182,37.791621,11.747901620191119
8714,12.99,1.0,31.0,20.9,6.0,7.0,Евро,Свободная продажа,1964.0,Блочный,i-511-130/37,9.0,есть,55.795206,37.715875,7.815067247988036
8715,18.0,2.0,54.8,32.24744287268771,11.7,6.0,Евро,Свободная продажа,2001.0,Панельный,П-46М,14.0,есть,55.681001,37.45292,13.029936707360132
8716,74.9,4.0,104.0,79.50650510204082,18.169964664310953,14.0,Отсутствует,Свободная продажа,2021.0,Монолитный,Серия неизвестна,25.0,Неизвестно,55.714506,37.474695,9.908223633265528
8718,17.5,2.0,42.0,26.8,5.0,3.0,Косметический,Альтернатива,1960.0,Кирпичный,01-пз индивидуальный проект,5.0,Неизвестно,55.711224,37.512245,8.033081985806307
8719,55.0,3.0,76.0,45.0,12.0,2.0,Косметический,Свободная продажа,1867.0,Кирпичный,01-пз индивидуальный проект,5.0,есть,55.762895,37.596183,1.8172496097785293
8720,11.5,2.0,58.3,31.9,15.4,7.0,Отсутствует,Свободная продажа,2016.0,Панельный,П-44Т,25.0,есть,55.703185,37.931713,20.462501665447725
8721,22.299,2.0,64.0,37.2,10.2,19.0,Косметический,Свободная продажа,2018.0,Смешанные,01-пз индивидуальный проект,26.0,есть,55.661816,37.419916,15.98311740128743
8722,330.0,4.0,190.0,79.50650510204082,18.169964664310953,1.0,под ключ,Свободная продажа,2021.0,Монолитный,Серия неизвестна,12.0,Неизвестно,55.71783,37.52535,6.939231293308317
8723,330.0,5.0,201.9,122.89572649572649,22.97391304347826,5.0,Дизайнерский,Неизвестно,2013.0,Монолитный,01-пз индивидуальный проект,11.0,есть,55.734973,37.571013,3.4933789504887467
8724,9.5,1.0,43.6,18.754882337030025,13.9,4.0,Не известно,Неизвестно,2017.0,Смешанные,01-пз индивидуальный проект,20.0,есть,55.494803,37.556002,28.897786586036535
8725,33.0,4.0,130.0,79.50650510204082,15.0,10.0,Требует ремонта,Свободная продажа,2012.0,Блочный,II-01,22.0,есть,55.735647,37.432735,11.760602656981897
8726,56.0,4.0,95.0,63.0,15.0,15.0,Дизайнерский,Свободная продажа,2018.0,Смешанные,Серия неизвестна,19.0,есть,55.785169,37.564033,4.999934405670821
8727,19.9,3.0,74.4,50.12529182879378,21.0,18.0,Не известно,Неизвестно,2022.0,Монолитный,Серия неизвестна,23.0,есть,55.647432,37.38631,18.635126536682236
8728,31.0,1.0,50.0,21.6,10.6,1.0,Не известно,Свободная продажа,1973.0,Кирпичный,01-пз индивидуальный проект,12.0,есть,55.765032,37.593704,2.0932157913597993
8729,16.3,1.0,39.1,15.0,18.0,5.0,Отсутствует,Свободная продажа,2022.0,Монолитный,Серия неизвестна,7.0,Неизвестно,55.697052,37.635386,6.217362528718655
8730,5.5,1.0,37.3,18.754882337030025,8.0,1.0,Не известно,Неизвестно,2022.0,Кирпичный,Серия неизвестна,3.0,Неизвестно,55.550173,37.32986,28.867788198257472
8731,20.0,2.0,67.0,35.0,14.0,17.0,Евро,Альтернатива,2021.0,Монолитный,Серия неизвестна,25.0,Неизвестно,55.699994,37.466494,11.127921861073219
8732,46.0,3.0,75.0,50.12529182879378,10.0,15.0,Дизайнерский,Свободная продажа,2019.0,Монолитно-кирпичный,Серия неизвестна,16.0,Неизвестно,55.7902,37.5671,5.309281897163454
8733,16.45,1.0,45.1,22.0,12.0,15.0,Дизайнерский,Свободная продажа,1997.0,Монолитный,Серия неизвестна,27.0,есть,55.875481,37.661347,14.017540307739397
8734,13.3,1.0,41.0,19.0,11.0,4.0,Косметический,Свободная продажа,2022.0,Монолитный,Серия неизвестна,23.0,Неизвестно,55.868092,37.541566,13.779612533150559
8735,11.4,1.0,27.7,13.0,5.0,4.0,Не известно,Свободная продажа,2022.0,Монолитный,Серия неизвестна,27.0,Неизвестно,55.699974,37.468739,11.008877859792879
8736,10.0,1.0,32.0,17.0,7.7,7.0,Отсутствует,Свободная продажа,1973.0,Железобетон,II-57,12.0,есть,55.816384,37.621354,7.172087680872349
8737,11.5,1.0,37.0,20.0,6.0,8.0,Не известно,Альтернатива,1971.0,Кирпичный,II-29,9.0,есть,55.681443,37.655499,8.20620246470273
8738,9.55,1.0,35.6,20.2,9.0,2.0,Не известно,Альтернатива,1969.0,Блочный,ii-18-01,12.0,есть,55.716534,37.733859,8.29506581119125
8739,33.5,3.0,80.0,52.5,10.3,17.0,Евро,Свободная продажа,2021.0,Монолитный,Серия неизвестна,19.0,есть,55.845916,37.490811,13.141652692804472
8741,8.0,1.0,35.0,19.8,10.0,1.0,Косметический,Свободная продажа,1966.0,Блочный,И-700А,12.0,есть,55.806201,37.829099,14.571163797948303
8742,15.5,2.0,42.0,28.0,6.0,6.0,Косметический,Альтернатива,1965.0,Кирпичный,"14/14, индивидуальный",9.0,есть,55.702089,37.675559,6.639184233743704
8743,10.25,1.0,32.5,21.5,6.0,2.0,Не известно,Свободная продажа,1963.0,Железобетон,п 18/22,9.0,есть,55.670772,37.571004,9.508590202066104
8745,25.0,3.0,66.0,26.6,22.4,6.0,Отсутствует,Свободная продажа,2019.0,Монолитный,Серия неизвестна,32.0,есть,55.751665,37.526295,5.741756780137604
8747,105.909261,4.0,151.0,84.6,18.0,11.0,Требует ремонта,Свободная продажа,2011.0,Монолитный,01-пз индивидуальный проект,53.0,есть,55.723257,37.52766,6.500234760969959
8748,75.0,4.0,180.0,65.0,18.169964664310953,9.0,С отделкой,Свободная продажа,2006.0,Монолитный,"14/14, индивидуальный",19.0,есть,55.798323,37.527498,7.659456240125888
8749,60.8,6.0,129.0,98.0,14.0,5.0,Не известно,Альтернатива,1917.0,Кирпичный,II-01,5.0,есть,55.753564,37.589231,1.7981785580955367
8750,95.0,3.0,136.0,80.0,10.0,10.0,Не известно,Свободная продажа,2022.0,Монолитно-кирпичный,Серия неизвестна,11.0,Неизвестно,55.763407,37.659856,2.9337298973845605
8751,15.45,3.0,59.1,43.3,6.5,6.0,Евро,Свободная продажа,1975.0,Железобетон,II-49,9.0,есть,55.896474,37.598708,16.12978795289243
8752,74.0,5.0,174.1,109.6,24.9,3.0,Евро,Свободная продажа,1915.0,Кирпичный,Серия неизвестна,5.0,есть,55.755008,37.64728,1.8851791722698437
8753,28.0,2.0,65.0,43.1,7.0,7.0,Отсутствует,Свободная продажа,1952.0,Кирпичный,01-пз индивидуальный проект,11.0,есть,55.783286,37.558589,5.090736892645111
8754,180.0,4.0,187.0,91.0,27.0,7.0,Отсутствует,Свободная продажа,1996.5014386607377,Монолитный,Серия неизвестна,12.0,Неизвестно,55.725564,37.573267,4.057563990340497
8757,25.0,1.0,44.5,18.754882337030025,19.5,7.0,Требует ремонта,Свободная продажа,2022.0,Монолитный,Серия неизвестна,25.0,есть,55.695611,37.47351,11.024732921566615
8758,15.75,2.0,55.0,35.0,12.0,11.0,Дизайнерский,Свободная продажа,1996.5014386607377,Монолитный,Серия неизвестна,24.0,Неизвестно,55.578365,37.481127,21.15699420236344
8759,72.0,4.0,172.0,120.0,20.0,5.0,Не известно,Свободная продажа,2001.0,Смешанные,01-пз индивидуальный проект,20.0,есть,55.774001,37.462218,10.065017542673743
8760,21.0,2.0,60.3,36.0,10.0,13.0,Евро,Альтернатива,2002.0,Панельный,"14/14, индивидуальный",16.0,есть,55.741262,37.494854,7.808948344461987
8761,27.841704,2.0,82.6,52.1,5.2,2.0,Не известно,Свободная продажа,2012.0,Монолитный,Серия неизвестна,11.0,есть,55.79779,37.49716,9.123920715776105
8762,10.8,1.0,35.9,20.7,7.1,1.0,Не известно,Свободная продажа,1957.0,Кирпичный,II-03,5.0,Неизвестно,55.796187,37.571103,5.724340398564484
8763,34.5,3.0,95.0,47.0,15.0,4.0,Не известно,Свободная продажа,2003.0,Монолитный,01-пз индивидуальный проект,22.0,есть,55.645131,37.487892,14.429914109564514
8764,15.3,2.0,53.0,32.1,9.1,13.0,Косметический,Альтернатива,2002.0,Монолитный,П-3,17.0,есть,55.596925,37.518623,18.35686016627776
8765,33.47,3.0,73.8,46.9,11.6,4.0,Евро,Свободная продажа,1957.0,Кирпичный,Серия неизвестна,9.0,есть,55.686975,37.544997,8.561889962839446
8766,16.0,3.0,72.0,44.8,10.0,1.0,Евро,Свободная продажа,1995.0,Блочный,П-44,14.0,есть,55.764171,37.739716,7.777249246109115
8767,21.5,4.0,108.0,66.6,14.0,5.0,Отсутствует,Свободная продажа,2020.0,Монолитно-кирпичный,Серия неизвестна,17.0,есть,55.591559,37.44647,20.861420271206445
8768,21.5,3.0,98.8,50.12529182879378,10.7,13.0,Дизайнерский,Альтернатива,2016.0,Панельный,КОПЭ,25.0,есть,55.601828,37.361633,23.2191976835612
8769,19.2,2.0,53.6,32.0,9.0,14.0,Евро,Свободная продажа,2008.0,Железобетон,П-3,17.0,есть,55.827879,37.59038,8.620828291207568
8770,57.5,4.0,137.0,88.9,19.2,8.0,Требует ремонта,Свободная продажа,2022.0,Монолитный,Серия неизвестна,25.0,есть,55.6964,37.4735,10.975390821115289
8771,10.0,2.0,43.9,29.6,9.4,5.0,Евро,Альтернатива,2015.0,Монолитный,Серия неизвестна,22.0,есть,55.502666,37.538287,28.206995678338867
8772,50.0,4.0,123.5,79.50650510204082,18.169964664310953,13.0,Не известно,Свободная продажа,2004.0,Кирпичный,01-пз индивидуальный проект,20.0,есть,55.795499,37.493084,9.200545486963152
8773,179.0,5.0,337.5,191.6,54.8,14.0,Дизайнерский,Свободная продажа,2000.0,Монолитный,01-пз индивидуальный проект,14.0,есть,55.767398,37.56741,3.594535816638965
8774,12.5,2.0,46.6,26.6,6.5,2.0,Не известно,Свободная продажа,1996.5014386607377,Кирпичный,1-515-5,5.0,Неизвестно,55.715261,37.404267,14.020177415904996
8775,11.0,1.0,42.0,18.0,12.0,1.0,Косметический,Свободная продажа,2016.0,Монолитный,II-01,9.0,есть,55.627727,37.342993,22.135767131231965
8776,28.05,3.0,76.0,50.12529182879378,14.0,6.0,Отсутствует,Свободная продажа,2021.0,Монолитный,Серия неизвестна,20.0,есть,55.74927,37.51774,6.2863610863706505
8777,11.5,1.0,40.0,13.2,17.4,10.0,Отсутствует,Свободная продажа,2023.0,Монолитный,Серия неизвестна,16.0,Неизвестно,55.554603,37.503109,23.131407932254998
8778,8.8,1.0,34.8,19.9,9.7,6.0,Не известно,Альтернатива,1972.0,Блочный,п 18/22,12.0,есть,55.734719,37.749032,8.467704658969794
8779,12.9,3.0,53.4,40.0,6.0,4.0,Евро,Альтернатива,1959.0,Кирпичный,II-28,5.0,Неизвестно,55.700522,37.738827,9.525705210193035
8780,18.3,3.0,77.0,50.0,10.0,5.0,Косметический,Альтернатива,1980.0,Панельный,П-3,16.0,есть,55.718517,37.420392,12.945101842663865
8781,11.5,1.0,45.0,20.2,15.0,11.0,Евро,Свободная продажа,2014.0,Монолитный,01-пз индивидуальный проект,17.0,есть,55.566949,37.470833,22.582231432170268
8782,299.0,5.0,272.0,225.0,20.0,8.0,Не известно,Свободная продажа,2010.0,Монолитный,а-монолит,16.0,есть,55.734091,37.61017,2.0496409247315537
8783,14.5,2.0,51.0,32.24744287268771,10.0,10.0,Не известно,Неизвестно,2022.0,Панельный,Серия неизвестна,15.0,Неизвестно,55.603919,37.415029,20.84296328323544
8784,9.8,2.0,44.0,27.0,6.0,3.0,Не известно,Свободная продажа,1968.0,Монолитный,II-49,9.0,есть,55.698589,37.825856,14.365775074743535
8785,13.7,2.0,38.2,32.24744287268771,6.0,1.0,Не известно,Свободная продажа,1968.0,Блочный,ii-18-01-мн,12.0,есть,55.82532,37.648744,8.391999774824196
8786,11.99,1.0,36.2,19.9,9.8,9.0,Косметический,Свободная продажа,1968.0,Смешанные,Серия неизвестна,12.0,есть,55.723764,37.427893,12.332142238136347
8787,9.5,1.0,33.3,14.3,11.2,9.0,Евро,Свободная продажа,2022.0,Монолитный,Серия неизвестна,22.0,есть,55.614724,37.384954,21.165691168954222
8788,16.5,3.0,83.0,50.7,13.1,24.0,Требует ремонта,Свободная продажа,2022.0,Монолитный,Серия неизвестна,27.0,есть,55.869637,37.502831,14.948132003008341
8789,24.66763,2.0,67.8,31.6,4.7,7.0,Не известно,Свободная продажа,2012.0,Монолитный,Серия неизвестна,11.0,есть,55.79779,37.49716,9.123920715776105
8790,51.0,2.0,68.6,32.0,14.8,37.0,С отделкой,Свободная продажа,2018.0,Монолитный,01-пз индивидуальный проект,44.0,есть,55.770806,37.564212,3.958995669306514
8791,15.2,3.0,108.6,50.4,14.6,15.0,Евро,Альтернатива,2017.0,Панельный,Серия неизвестна,19.0,есть,55.592581,37.20689,31.356840627973696
8792,36.0,4.0,99.0,68.7,11.0,2.0,Косметический,Свободная продажа,1924.0,Кирпичный,Серия неизвестна,9.0,есть,55.78118,37.578532,4.0755837090454445
8793,35.0,3.0,89.7,57.5,8.0,6.0,Косметический,Альтернатива,1954.0,Кирпичный,01-пз индивидуальный проект,10.0,есть,55.786996,37.594414,4.162312324874792
8794,13.8,3.0,75.0,45.0,12.0,10.0,Косметический,Свободная продажа,1995.0,Монолитный,П-46,14.0,есть,55.980679,37.169205,37.905485206210344
8795,19.5,3.0,71.0,45.0,11.0,15.0,Косметический,Свободная продажа,1964.0,Панельный,К-7,5.0,Неизвестно,55.878788,37.62811,14.13147150939348
8796,14.7,2.0,58.0,34.0,10.0,1.0,Не известно,Альтернатива,1989.0,Панельный,КОПЭ,22.0,есть,55.685041,37.741495,10.773564917817522
8797,15.7,3.0,73.6,51.6,8.3,3.0,Косметический,Альтернатива,1958.0,Кирпичный,01-пз индивидуальный проект,5.0,Неизвестно,55.827024,37.43384,14.242628797504572
8798,175.0,6.0,408.0,280.0,25.0,7.0,Дизайнерский,Свободная продажа,1999.0,Монолитный,01-пз индивидуальный проект,15.0,есть,55.669945,37.54277,10.279242900476277
8799,14.99,1.0,28.0,15.0,8.0,7.0,Не известно,Альтернатива,1964.0,Кирпичный,Серия неизвестна,12.0,есть,55.788454,37.557556,5.544283185927431
8800,10.8,1.0,38.5,13.5,13.2,26.0,Отсутствует,Свободная продажа,2023.0,Монолитный,Серия неизвестна,26.0,Неизвестно,55.583011,37.583122,18.940059071156693
8801,50.0,1.0,53.0,16.8,20.3,4.0,Евро,Свободная продажа,2023.0,Монолитный,Серия неизвестна,21.0,Неизвестно,55.762804,37.555481,4.0893833835798095
8802,69.0,5.0,189.0,150.0,25.0,2.0,Дизайнерский,Свободная продажа,2006.0,Монолитный,Серия неизвестна,20.0,есть,55.678961,37.50063,10.96796407042347
8803,189.0,4.0,175.0,79.50650510204082,18.169964664310953,40.0,Дизайнерский,Неизвестно,2011.0,Монолитный,Серия неизвестна,60.0,есть,55.748179,37.540245,4.8844570474725195
8804,254.035,4.0,240.7,79.50650510204082,18.169964664310953,5.0,Требует ремонта,Свободная продажа,2019.0,Монолитный,Серия неизвестна,36.0,Неизвестно,55.716483,37.505031,8.109429632749961
8805,73.71,2.0,81.9,47.0,20.0,3.0,Отсутствует,Свободная продажа,1886.0,Кирпичный,Серия неизвестна,5.0,есть,55.768998,37.638988,2.315674474078991
8806,35.0,1.0,44.0,25.0,10.0,11.0,Дизайнерский,Свободная продажа,2022.0,Монолитный,Серия неизвестна,14.0,есть,55.71806,37.49665,8.493244564395466
8807,19.95,3.0,75.1,46.1,10.2,4.0,Косметический,Свободная продажа,1988.0,Железобетон,П-3,16.0,есть,55.781443,37.481567,9.154064681738898
8808,7.4,1.0,33.0,18.0,9.0,9.0,Косметический,Свободная продажа,1990.0,Панельный,01-пз индивидуальный проект,9.0,есть,55.476342,37.543075,31.048690585547277
